"","NameUsed","Institution","Pub.Outlet","InstitutionPrestige","Gender","Race"
"737","Priya Kumar","Bridgewater State University","Psychological and Cognitive Sciences","Low","Female","Asian"
"738","Priya Kumar","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Female","Asian"
"739","Anjali Gupta","Harvard University","Psychological and Cognitive Sciences","High","Female","Asian"
"740","Anjali Gupta","Stanford University","Psychological and Cognitive Sciences","High","Female","Asian"
"741","Anjali Gupta","Bridgewater State University","Psychological and Cognitive Sciences","Low","Female","Asian"
"742","Denzel Gaines","California State University, Stanislaus","Applied Mathematics","Low","Male","Black"
"743","Amit Patel","California State University, Stanislaus","Applied Mathematics","Low","Male","Asian"
"744","Anjali Gupta","California State University, Stanislaus","Psychological and Cognitive Sciences","Low","Female","Asian"
"745","Jermaine Jackson","Harvard University","Biophysics and Computational Biology","High","Male","Black"
"746","Jermaine Jackson","Stanford University","Biophysics and Computational Biology","High","Male","Black"
"747","Jermaine Jackson","Bridgewater State University","Biophysics and Computational Biology","Low","Male","Black"
"748","Jermaine Jackson","California State University, Stanislaus","Biophysics and Computational Biology","Low","Male","Black"
"749","Denzel Gaines","Harvard University","Biophysics and Computational Biology","High","Male","Black"
"750","Denzel Gaines","Stanford University","Biophysics and Computational Biology","High","Male","Black"
"751","Denzel Gaines","Bridgewater State University","Biophysics and Computational Biology","Low","Male","Black"
"752","Denzel Gaines","California State University, Stanislaus","Biophysics and Computational Biology","Low","Male","Black"
"753","Darius Mosby","Harvard University","Biophysics and Computational Biology","High","Male","Black"
"754","Darius Mosby","Stanford University","Biophysics and Computational Biology","High","Male","Black"
"755","Darius Mosby","Bridgewater State University","Biophysics and Computational Biology","Low","Male","Black"
"756","Darius Mosby","California State University, Stanislaus","Biophysics and Computational Biology","Low","Male","Black"
"757","Keisha Towns","Harvard University","Applied Mathematics","High","Female","Black"
"758","Keisha Towns","Stanford University","Applied Mathematics","High","Female","Black"
"759","Darnell Dawkins","Harvard University","Biophysics and Computational Biology","High","Male","Black"
"760","Darnell Dawkins","Stanford University","Biophysics and Computational Biology","High","Male","Black"
"761","Darnell Dawkins","Bridgewater State University","Biophysics and Computational Biology","Low","Male","Black"
"762","Darnell Dawkins","California State University, Stanislaus","Biophysics and Computational Biology","Low","Male","Black"
"763","Miguel Fernandez","Harvard University","Biophysics and Computational Biology","High","Male","Hispanic"
"764","Miguel Fernandez","Stanford University","Biophysics and Computational Biology","High","Male","Hispanic"
"765","Miguel Fernandez","Bridgewater State University","Biophysics and Computational Biology","Low","Male","Hispanic"
"766","Miguel Fernandez","California State University, Stanislaus","Biophysics and Computational Biology","Low","Male","Hispanic"
"767","Christian Hernandez","Harvard University","Biophysics and Computational Biology","High","Male","Hispanic"
"768","Christian Hernandez","Stanford University","Biophysics and Computational Biology","High","Male","Hispanic"
"769","Christian Hernandez","Bridgewater State University","Biophysics and Computational Biology","Low","Male","Hispanic"
"770","Christian Hernandez","California State University, Stanislaus","Biophysics and Computational Biology","Low","Male","Hispanic"
"771","Joe Alvarez","Harvard University","Biophysics and Computational Biology","High","Male","Hispanic"
"772","Joe Alvarez","Stanford University","Biophysics and Computational Biology","High","Male","Hispanic"
"773","Keisha Towns","Bridgewater State University","Applied Mathematics","Low","Female","Black"
"774","Joe Alvarez","Bridgewater State University","Biophysics and Computational Biology","Low","Male","Hispanic"
"775","Joe Alvarez","California State University, Stanislaus","Biophysics and Computational Biology","Low","Male","Hispanic"
"776","Rodrigo Romero","Harvard University","Biophysics and Computational Biology","High","Male","Hispanic"
"777","Rodrigo Romero","Stanford University","Biophysics and Computational Biology","High","Male","Hispanic"
"778","Rodrigo Romero","Bridgewater State University","Biophysics and Computational Biology","Low","Male","Hispanic"
"779","Rodrigo Romero","California State University, Stanislaus","Biophysics and Computational Biology","Low","Male","Hispanic"
"780","George Yang","Harvard University","Biophysics and Computational Biology","High","Male","Asian"
"781","George Yang","Stanford University","Biophysics and Computational Biology","High","Male","Asian"
"782","George Yang","Bridgewater State University","Biophysics and Computational Biology","Low","Male","Asian"
"783","George Yang","California State University, Stanislaus","Biophysics and Computational Biology","Low","Male","Asian"
"784","Harry Wu","Harvard University","Biophysics and Computational Biology","High","Male","Asian"
"785","Harry Wu","Stanford University","Biophysics and Computational Biology","High","Male","Asian"
"786","Harry Wu","Bridgewater State University","Biophysics and Computational Biology","Low","Male","Asian"
"787","Keisha Towns","California State University, Stanislaus","Applied Mathematics","Low","Female","Black"
"788","Harry Wu","California State University, Stanislaus","Biophysics and Computational Biology","Low","Male","Asian"
"789","Pheng Chan","Harvard University","Biophysics and Computational Biology","High","Male","Asian"
"790","Pheng Chan","Stanford University","Biophysics and Computational Biology","High","Male","Asian"
"791","Pheng Chan","Bridgewater State University","Biophysics and Computational Biology","Low","Male","Asian"
"792","Pheng Chan","California State University, Stanislaus","Biophysics and Computational Biology","Low","Male","Asian"
"793","Kenji Yoshida","Harvard University","Biophysics and Computational Biology","High","Male","Asian"
"794","Kenji Yoshida","Stanford University","Biophysics and Computational Biology","High","Male","Asian"
"795","Kenji Yoshida","Bridgewater State University","Biophysics and Computational Biology","Low","Male","Asian"
"796","Kenji Yoshida","California State University, Stanislaus","Biophysics and Computational Biology","Low","Male","Asian"
"797","Gregory Roberts","Harvard University","Biophysics and Computational Biology","High","Male","White"
"798","Gregory Roberts","Stanford University","Biophysics and Computational Biology","High","Male","White"
"799","Gregory Roberts","Bridgewater State University","Biophysics and Computational Biology","Low","Male","White"
"800","Gregory Roberts","California State University, Stanislaus","Biophysics and Computational Biology","Low","Male","White"
"801","Tyra Cooks","Harvard University","Applied Mathematics","High","Female","Black"
"802","Tyra Cooks","Stanford University","Applied Mathematics","High","Female","Black"
"803","Matthew Owens","Harvard University","Biophysics and Computational Biology","High","Male","White"
"804","Matthew Owens","Stanford University","Biophysics and Computational Biology","High","Male","White"
"805","Matthew Owens","Bridgewater State University","Biophysics and Computational Biology","Low","Male","White"
"806","Matthew Owens","California State University, Stanislaus","Biophysics and Computational Biology","Low","Male","White"
"807","Paul Bennett","Harvard University","Biophysics and Computational Biology","High","Male","White"
"808","Paul Bennett","Stanford University","Biophysics and Computational Biology","High","Male","White"
"809","Paul Bennett","Bridgewater State University","Biophysics and Computational Biology","Low","Male","White"
"810","Paul Bennett","California State University, Stanislaus","Biophysics and Computational Biology","Low","Male","White"
"811","Chad Nichols","Harvard University","Biophysics and Computational Biology","High","Male","White"
"812","Chad Nichols","Stanford University","Biophysics and Computational Biology","High","Male","White"
"813","Chad Nichols","Bridgewater State University","Biophysics and Computational Biology","Low","Male","White"
"814","Chad Nichols","California State University, Stanislaus","Biophysics and Computational Biology","Low","Male","White"
"815","Li Weihao","Harvard University","Biophysics and Computational Biology","High","Male","Asian"
"816","Li Weihao","Stanford University","Biophysics and Computational Biology","High","Male","Asian"
"817","Tyra Cooks","Bridgewater State University","Applied Mathematics","Low","Female","Black"
"818","Li Weihao","Bridgewater State University","Biophysics and Computational Biology","Low","Male","Asian"
"819","Li Weihao","California State University, Stanislaus","Biophysics and Computational Biology","Low","Male","Asian"
"820","Wang Gangwei","Harvard University","Biophysics and Computational Biology","High","Male","Asian"
"821","Wang Gangwei","Stanford University","Biophysics and Computational Biology","High","Male","Asian"
"822","Wang Gangwei","Bridgewater State University","Biophysics and Computational Biology","Low","Male","Asian"
"823","Wang Gangwei","California State University, Stanislaus","Biophysics and Computational Biology","Low","Male","Asian"
"824","Rahul Sharma","Harvard University","Biophysics and Computational Biology","High","Male","Asian"
"825","Rahul Sharma","Stanford University","Biophysics and Computational Biology","High","Male","Asian"
"826","Rahul Sharma","Bridgewater State University","Biophysics and Computational Biology","Low","Male","Asian"
"827","Rahul Sharma","California State University, Stanislaus","Biophysics and Computational Biology","Low","Male","Asian"
"828","Amit Patel","Harvard University","Biophysics and Computational Biology","High","Male","Asian"
"829","Amit Patel","Stanford University","Biophysics and Computational Biology","High","Male","Asian"
"830","Amit Patel","Bridgewater State University","Biophysics and Computational Biology","Low","Male","Asian"
"831","Tyra Cooks","California State University, Stanislaus","Applied Mathematics","Low","Female","Black"
"832","Amit Patel","California State University, Stanislaus","Biophysics and Computational Biology","Low","Male","Asian"
"833","Keisha Towns","Harvard University","Biophysics and Computational Biology","High","Female","Black"
"834","Keisha Towns","Stanford University","Biophysics and Computational Biology","High","Female","Black"
"835","Keisha Towns","Bridgewater State University","Biophysics and Computational Biology","Low","Female","Black"
"836","Keisha Towns","California State University, Stanislaus","Biophysics and Computational Biology","Low","Female","Black"
"837","Tyra Cooks","Harvard University","Biophysics and Computational Biology","High","Female","Black"
"838","Tyra Cooks","Stanford University","Biophysics and Computational Biology","High","Female","Black"
"839","Tyra Cooks","Bridgewater State University","Biophysics and Computational Biology","Low","Female","Black"
"840","Tyra Cooks","California State University, Stanislaus","Biophysics and Computational Biology","Low","Female","Black"
"841","Janae Washington","Harvard University","Biophysics and Computational Biology","High","Female","Black"
"842","Janae Washington","Stanford University","Biophysics and Computational Biology","High","Female","Black"
"843","Janae Washington","Bridgewater State University","Biophysics and Computational Biology","Low","Female","Black"
"844","Janae Washington","California State University, Stanislaus","Biophysics and Computational Biology","Low","Female","Black"
"845","Janae Washington","Harvard University","Applied Mathematics","High","Female","Black"
"846","Janae Washington","Stanford University","Applied Mathematics","High","Female","Black"
"847","Monique Rivers","Harvard University","Biophysics and Computational Biology","High","Female","Black"
"848","Monique Rivers","Stanford University","Biophysics and Computational Biology","High","Female","Black"
"849","Monique Rivers","Bridgewater State University","Biophysics and Computational Biology","Low","Female","Black"
"850","Monique Rivers","California State University, Stanislaus","Biophysics and Computational Biology","Low","Female","Black"
"851","Maria Garcia","Harvard University","Biophysics and Computational Biology","High","Female","Hispanic"
"852","Maria Garcia","Stanford University","Biophysics and Computational Biology","High","Female","Hispanic"
"853","Maria Garcia","Bridgewater State University","Biophysics and Computational Biology","Low","Female","Hispanic"
"854","Maria Garcia","California State University, Stanislaus","Biophysics and Computational Biology","Low","Female","Hispanic"
"855","Vanessa Rodriquez","Harvard University","Biophysics and Computational Biology","High","Female","Hispanic"
"856","Vanessa Rodriquez","Stanford University","Biophysics and Computational Biology","High","Female","Hispanic"
"857","Vanessa Rodriquez","Bridgewater State University","Biophysics and Computational Biology","Low","Female","Hispanic"
"858","Vanessa Rodriquez","California State University, Stanislaus","Biophysics and Computational Biology","Low","Female","Hispanic"
"859","Laura Ramirez","Harvard University","Biophysics and Computational Biology","High","Female","Hispanic"
"860","Laura Ramirez","Stanford University","Biophysics and Computational Biology","High","Female","Hispanic"
"861","Janae Washington","Bridgewater State University","Applied Mathematics","Low","Female","Black"
"862","Laura Ramirez","Bridgewater State University","Biophysics and Computational Biology","Low","Female","Hispanic"
"863","Laura Ramirez","California State University, Stanislaus","Biophysics and Computational Biology","Low","Female","Hispanic"
"864","Gabriela Lopez","Harvard University","Biophysics and Computational Biology","High","Female","Hispanic"
"865","Gabriela Lopez","Stanford University","Biophysics and Computational Biology","High","Female","Hispanic"
"866","Gabriela Lopez","Bridgewater State University","Biophysics and Computational Biology","Low","Female","Hispanic"
"867","Gabriela Lopez","California State University, Stanislaus","Biophysics and Computational Biology","Low","Female","Hispanic"
"868","Vivian Cheng","Harvard University","Biophysics and Computational Biology","High","Female","Asian"
"869","Vivian Cheng","Stanford University","Biophysics and Computational Biology","High","Female","Asian"
"870","Vivian Cheng","Bridgewater State University","Biophysics and Computational Biology","Low","Female","Asian"
"871","Vivian Cheng","California State University, Stanislaus","Biophysics and Computational Biology","Low","Female","Asian"
"872","Christina Wang","Harvard University","Biophysics and Computational Biology","High","Female","Asian"
"873","Christina Wang","Stanford University","Biophysics and Computational Biology","High","Female","Asian"
"874","Christina Wang","Bridgewater State University","Biophysics and Computational Biology","Low","Female","Asian"
"875","Janae Washington","California State University, Stanislaus","Applied Mathematics","Low","Female","Black"
"876","Christina Wang","California State University, Stanislaus","Biophysics and Computational Biology","Low","Female","Asian"
"877","Suni Tran","Harvard University","Biophysics and Computational Biology","High","Female","Asian"
"878","Suni Tran","Stanford University","Biophysics and Computational Biology","High","Female","Asian"
"879","Suni Tran","Bridgewater State University","Biophysics and Computational Biology","Low","Female","Asian"
"880","Suni Tran","California State University, Stanislaus","Biophysics and Computational Biology","Low","Female","Asian"
"881","Mei Lin","Harvard University","Biophysics and Computational Biology","High","Female","Asian"
"882","Mei Lin","Stanford University","Biophysics and Computational Biology","High","Female","Asian"
"883","Mei Lin","Bridgewater State University","Biophysics and Computational Biology","Low","Female","Asian"
"884","Mei Lin","California State University, Stanislaus","Biophysics and Computational Biology","Low","Female","Asian"
"885","Katie Burns","Harvard University","Biophysics and Computational Biology","High","Female","White"
"886","Katie Burns","Stanford University","Biophysics and Computational Biology","High","Female","White"
"887","Katie Burns","Bridgewater State University","Biophysics and Computational Biology","Low","Female","White"
"888","Katie Burns","California State University, Stanislaus","Biophysics and Computational Biology","Low","Female","White"
"889","Darius Mosby","Harvard University","Applied Mathematics","High","Male","Black"
"890","Darius Mosby","Stanford University","Applied Mathematics","High","Male","Black"
"891","Monique Rivers","Harvard University","Applied Mathematics","High","Female","Black"
"892","Monique Rivers","Stanford University","Applied Mathematics","High","Female","Black"
"893","Cara O'Connor","Harvard University","Biophysics and Computational Biology","High","Female","White"
"894","Cara O'Connor","Stanford University","Biophysics and Computational Biology","High","Female","White"
"895","Cara O'Connor","Bridgewater State University","Biophysics and Computational Biology","Low","Female","White"
"896","Cara O'Connor","California State University, Stanislaus","Biophysics and Computational Biology","Low","Female","White"
"897","Allison Baker","Harvard University","Biophysics and Computational Biology","High","Female","White"
"898","Allison Baker","Stanford University","Biophysics and Computational Biology","High","Female","White"
"899","Allison Baker","Bridgewater State University","Biophysics and Computational Biology","Low","Female","White"
"900","Allison Baker","California State University, Stanislaus","Biophysics and Computational Biology","Low","Female","White"
"901","Meredith Rogers","Harvard University","Biophysics and Computational Biology","High","Female","White"
"902","Meredith Rogers","Stanford University","Biophysics and Computational Biology","High","Female","White"
"903","Meredith Rogers","Bridgewater State University","Biophysics and Computational Biology","Low","Female","White"
"904","Meredith Rogers","California State University, Stanislaus","Biophysics and Computational Biology","Low","Female","White"
"905","Liu Xiaohong","Harvard University","Biophysics and Computational Biology","High","Female","Asian"
"906","Liu Xiaohong","Stanford University","Biophysics and Computational Biology","High","Female","Asian"
"907","Monique Rivers","Bridgewater State University","Applied Mathematics","Low","Female","Black"
"908","Liu Xiaohong","Bridgewater State University","Biophysics and Computational Biology","Low","Female","Asian"
"909","Liu Xiaohong","California State University, Stanislaus","Biophysics and Computational Biology","Low","Female","Asian"
"910","Chen Meili","Harvard University","Biophysics and Computational Biology","High","Female","Asian"
"911","Chen Meili","Stanford University","Biophysics and Computational Biology","High","Female","Asian"
"912","Chen Meili","Bridgewater State University","Biophysics and Computational Biology","Low","Female","Asian"
"913","Chen Meili","California State University, Stanislaus","Biophysics and Computational Biology","Low","Female","Asian"
"914","Priya Kumar","Harvard University","Biophysics and Computational Biology","High","Female","Asian"
"915","Priya Kumar","Stanford University","Biophysics and Computational Biology","High","Female","Asian"
"916","Priya Kumar","Bridgewater State University","Biophysics and Computational Biology","Low","Female","Asian"
"917","Priya Kumar","California State University, Stanislaus","Biophysics and Computational Biology","Low","Female","Asian"
"918","Anjali Gupta","Harvard University","Biophysics and Computational Biology","High","Female","Asian"
"919","Anjali Gupta","Stanford University","Biophysics and Computational Biology","High","Female","Asian"
"920","Anjali Gupta","Bridgewater State University","Biophysics and Computational Biology","Low","Female","Asian"
"921","Monique Rivers","California State University, Stanislaus","Applied Mathematics","Low","Female","Black"
"922","Anjali Gupta","California State University, Stanislaus","Biophysics and Computational Biology","Low","Female","Asian"
"923","Jermaine Jackson","Harvard University","Neuroscience","High","Male","Black"
"924","Jermaine Jackson","Stanford University","Neuroscience","High","Male","Black"
"925","Jermaine Jackson","Bridgewater State University","Neuroscience","Low","Male","Black"
"926","Jermaine Jackson","California State University, Stanislaus","Neuroscience","Low","Male","Black"
"927","Denzel Gaines","Harvard University","Neuroscience","High","Male","Black"
"928","Denzel Gaines","Stanford University","Neuroscience","High","Male","Black"
"929","Denzel Gaines","Bridgewater State University","Neuroscience","Low","Male","Black"
"930","Denzel Gaines","California State University, Stanislaus","Neuroscience","Low","Male","Black"
"931","Darius Mosby","Harvard University","Neuroscience","High","Male","Black"
"932","Darius Mosby","Stanford University","Neuroscience","High","Male","Black"
"933","Darius Mosby","Bridgewater State University","Neuroscience","Low","Male","Black"
"934","Darius Mosby","California State University, Stanislaus","Neuroscience","Low","Male","Black"
"935","Maria Garcia","Harvard University","Applied Mathematics","High","Female","Hispanic"
"936","Maria Garcia","Stanford University","Applied Mathematics","High","Female","Hispanic"
"937","Darnell Dawkins","Harvard University","Neuroscience","High","Male","Black"
"938","Darnell Dawkins","Stanford University","Neuroscience","High","Male","Black"
"939","Darnell Dawkins","Bridgewater State University","Neuroscience","Low","Male","Black"
"940","Darnell Dawkins","California State University, Stanislaus","Neuroscience","Low","Male","Black"
"941","Miguel Fernandez","Harvard University","Neuroscience","High","Male","Hispanic"
"942","Miguel Fernandez","Stanford University","Neuroscience","High","Male","Hispanic"
"943","Miguel Fernandez","Bridgewater State University","Neuroscience","Low","Male","Hispanic"
"944","Miguel Fernandez","California State University, Stanislaus","Neuroscience","Low","Male","Hispanic"
"945","Christian Hernandez","Harvard University","Neuroscience","High","Male","Hispanic"
"946","Christian Hernandez","Stanford University","Neuroscience","High","Male","Hispanic"
"947","Christian Hernandez","Bridgewater State University","Neuroscience","Low","Male","Hispanic"
"948","Christian Hernandez","California State University, Stanislaus","Neuroscience","Low","Male","Hispanic"
"949","Joe Alvarez","Harvard University","Neuroscience","High","Male","Hispanic"
"950","Joe Alvarez","Stanford University","Neuroscience","High","Male","Hispanic"
"951","Maria Garcia","Bridgewater State University","Applied Mathematics","Low","Female","Hispanic"
"952","Joe Alvarez","Bridgewater State University","Neuroscience","Low","Male","Hispanic"
"953","Joe Alvarez","California State University, Stanislaus","Neuroscience","Low","Male","Hispanic"
"954","Rodrigo Romero","Harvard University","Neuroscience","High","Male","Hispanic"
"955","Rodrigo Romero","Stanford University","Neuroscience","High","Male","Hispanic"
"956","Rodrigo Romero","Bridgewater State University","Neuroscience","Low","Male","Hispanic"
"957","Rodrigo Romero","California State University, Stanislaus","Neuroscience","Low","Male","Hispanic"
"958","George Yang","Harvard University","Neuroscience","High","Male","Asian"
"959","George Yang","Stanford University","Neuroscience","High","Male","Asian"
"960","George Yang","Bridgewater State University","Neuroscience","Low","Male","Asian"
"961","George Yang","California State University, Stanislaus","Neuroscience","Low","Male","Asian"
"962","Harry Wu","Harvard University","Neuroscience","High","Male","Asian"
"963","Harry Wu","Stanford University","Neuroscience","High","Male","Asian"
"964","Harry Wu","Bridgewater State University","Neuroscience","Low","Male","Asian"
"965","Maria Garcia","California State University, Stanislaus","Applied Mathematics","Low","Female","Hispanic"
"966","Harry Wu","California State University, Stanislaus","Neuroscience","Low","Male","Asian"
"967","Pheng Chan","Harvard University","Neuroscience","High","Male","Asian"
"968","Pheng Chan","Stanford University","Neuroscience","High","Male","Asian"
"969","Pheng Chan","Bridgewater State University","Neuroscience","Low","Male","Asian"
"970","Pheng Chan","California State University, Stanislaus","Neuroscience","Low","Male","Asian"
"971","Kenji Yoshida","Harvard University","Neuroscience","High","Male","Asian"
"972","Kenji Yoshida","Stanford University","Neuroscience","High","Male","Asian"
"973","Kenji Yoshida","Bridgewater State University","Neuroscience","Low","Male","Asian"
"974","Kenji Yoshida","California State University, Stanislaus","Neuroscience","Low","Male","Asian"
"975","Gregory Roberts","Harvard University","Neuroscience","High","Male","White"
"976","Gregory Roberts","Stanford University","Neuroscience","High","Male","White"
"977","Gregory Roberts","Bridgewater State University","Neuroscience","Low","Male","White"
"978","Gregory Roberts","California State University, Stanislaus","Neuroscience","Low","Male","White"
"979","Vanessa Rodriquez","Harvard University","Applied Mathematics","High","Female","Hispanic"
"980","Vanessa Rodriquez","Stanford University","Applied Mathematics","High","Female","Hispanic"
"981","Matthew Owens","Harvard University","Neuroscience","High","Male","White"
"982","Matthew Owens","Stanford University","Neuroscience","High","Male","White"
"983","Matthew Owens","Bridgewater State University","Neuroscience","Low","Male","White"
"984","Matthew Owens","California State University, Stanislaus","Neuroscience","Low","Male","White"
"985","Paul Bennett","Harvard University","Neuroscience","High","Male","White"
"986","Paul Bennett","Stanford University","Neuroscience","High","Male","White"
"987","Paul Bennett","Bridgewater State University","Neuroscience","Low","Male","White"
"988","Paul Bennett","California State University, Stanislaus","Neuroscience","Low","Male","White"
"989","Chad Nichols","Harvard University","Neuroscience","High","Male","White"
"990","Chad Nichols","Stanford University","Neuroscience","High","Male","White"
"991","Chad Nichols","Bridgewater State University","Neuroscience","Low","Male","White"
"992","Chad Nichols","California State University, Stanislaus","Neuroscience","Low","Male","White"
"993","Li Weihao","Harvard University","Neuroscience","High","Male","Asian"
"994","Li Weihao","Stanford University","Neuroscience","High","Male","Asian"
"995","Vanessa Rodriquez","Bridgewater State University","Applied Mathematics","Low","Female","Hispanic"
"996","Li Weihao","Bridgewater State University","Neuroscience","Low","Male","Asian"
"997","Li Weihao","California State University, Stanislaus","Neuroscience","Low","Male","Asian"
"998","Wang Gangwei","Harvard University","Neuroscience","High","Male","Asian"
"999","Wang Gangwei","Stanford University","Neuroscience","High","Male","Asian"
"1000","Wang Gangwei","Bridgewater State University","Neuroscience","Low","Male","Asian"
"1001","Wang Gangwei","California State University, Stanislaus","Neuroscience","Low","Male","Asian"
"1002","Rahul Sharma","Harvard University","Neuroscience","High","Male","Asian"
"1003","Rahul Sharma","Stanford University","Neuroscience","High","Male","Asian"
"1004","Rahul Sharma","Bridgewater State University","Neuroscience","Low","Male","Asian"
"1005","Rahul Sharma","California State University, Stanislaus","Neuroscience","Low","Male","Asian"
"1006","Amit Patel","Harvard University","Neuroscience","High","Male","Asian"
"1007","Amit Patel","Stanford University","Neuroscience","High","Male","Asian"
"1008","Amit Patel","Bridgewater State University","Neuroscience","Low","Male","Asian"
"1009","Vanessa Rodriquez","California State University, Stanislaus","Applied Mathematics","Low","Female","Hispanic"
"1010","Amit Patel","California State University, Stanislaus","Neuroscience","Low","Male","Asian"
"1011","Keisha Towns","Harvard University","Neuroscience","High","Female","Black"
"1012","Keisha Towns","Stanford University","Neuroscience","High","Female","Black"
"1013","Keisha Towns","Bridgewater State University","Neuroscience","Low","Female","Black"
"1014","Keisha Towns","California State University, Stanislaus","Neuroscience","Low","Female","Black"
"1015","Tyra Cooks","Harvard University","Neuroscience","High","Female","Black"
"1016","Tyra Cooks","Stanford University","Neuroscience","High","Female","Black"
"1017","Tyra Cooks","Bridgewater State University","Neuroscience","Low","Female","Black"
"1018","Tyra Cooks","California State University, Stanislaus","Neuroscience","Low","Female","Black"
"1019","Janae Washington","Harvard University","Neuroscience","High","Female","Black"
"1020","Janae Washington","Stanford University","Neuroscience","High","Female","Black"
"1021","Janae Washington","Bridgewater State University","Neuroscience","Low","Female","Black"
"1022","Janae Washington","California State University, Stanislaus","Neuroscience","Low","Female","Black"
"1023","Laura Ramirez","Harvard University","Applied Mathematics","High","Female","Hispanic"
"1024","Laura Ramirez","Stanford University","Applied Mathematics","High","Female","Hispanic"
"1025","Monique Rivers","Harvard University","Neuroscience","High","Female","Black"
"1026","Monique Rivers","Stanford University","Neuroscience","High","Female","Black"
"1027","Monique Rivers","Bridgewater State University","Neuroscience","Low","Female","Black"
"1028","Monique Rivers","California State University, Stanislaus","Neuroscience","Low","Female","Black"
"1029","Maria Garcia","Harvard University","Neuroscience","High","Female","Hispanic"
"1030","Maria Garcia","Stanford University","Neuroscience","High","Female","Hispanic"
"1031","Maria Garcia","Bridgewater State University","Neuroscience","Low","Female","Hispanic"
"1032","Maria Garcia","California State University, Stanislaus","Neuroscience","Low","Female","Hispanic"
"1033","Vanessa Rodriquez","Harvard University","Neuroscience","High","Female","Hispanic"
"1034","Vanessa Rodriquez","Stanford University","Neuroscience","High","Female","Hispanic"
"1035","Vanessa Rodriquez","Bridgewater State University","Neuroscience","Low","Female","Hispanic"
"1036","Vanessa Rodriquez","California State University, Stanislaus","Neuroscience","Low","Female","Hispanic"
"1037","Laura Ramirez","Harvard University","Neuroscience","High","Female","Hispanic"
"1038","Laura Ramirez","Stanford University","Neuroscience","High","Female","Hispanic"
"1039","Darius Mosby","Bridgewater State University","Applied Mathematics","Low","Male","Black"
"1040","Laura Ramirez","Bridgewater State University","Applied Mathematics","Low","Female","Hispanic"
"1041","Laura Ramirez","Bridgewater State University","Neuroscience","Low","Female","Hispanic"
"1042","Laura Ramirez","California State University, Stanislaus","Neuroscience","Low","Female","Hispanic"
"1043","Gabriela Lopez","Harvard University","Neuroscience","High","Female","Hispanic"
"1044","Gabriela Lopez","Stanford University","Neuroscience","High","Female","Hispanic"
"1045","Gabriela Lopez","Bridgewater State University","Neuroscience","Low","Female","Hispanic"
"1046","Gabriela Lopez","California State University, Stanislaus","Neuroscience","Low","Female","Hispanic"
"1047","Vivian Cheng","Harvard University","Neuroscience","High","Female","Asian"
"1048","Vivian Cheng","Stanford University","Neuroscience","High","Female","Asian"
"1049","Vivian Cheng","Bridgewater State University","Neuroscience","Low","Female","Asian"
"1050","Vivian Cheng","California State University, Stanislaus","Neuroscience","Low","Female","Asian"
"1051","Christina Wang","Harvard University","Neuroscience","High","Female","Asian"
"1052","Christina Wang","Stanford University","Neuroscience","High","Female","Asian"
"1053","Christina Wang","Bridgewater State University","Neuroscience","Low","Female","Asian"
"1054","Laura Ramirez","California State University, Stanislaus","Applied Mathematics","Low","Female","Hispanic"
"1055","Christina Wang","California State University, Stanislaus","Neuroscience","Low","Female","Asian"
"1056","Suni Tran","Harvard University","Neuroscience","High","Female","Asian"
"1057","Suni Tran","Stanford University","Neuroscience","High","Female","Asian"
"1058","Suni Tran","Bridgewater State University","Neuroscience","Low","Female","Asian"
"1059","Suni Tran","California State University, Stanislaus","Neuroscience","Low","Female","Asian"
"1060","Mei Lin","Harvard University","Neuroscience","High","Female","Asian"
"1061","Mei Lin","Stanford University","Neuroscience","High","Female","Asian"
"1062","Mei Lin","Bridgewater State University","Neuroscience","Low","Female","Asian"
"1063","Mei Lin","California State University, Stanislaus","Neuroscience","Low","Female","Asian"
"1064","Katie Burns","Harvard University","Neuroscience","High","Female","White"
"1065","Katie Burns","Stanford University","Neuroscience","High","Female","White"
"1066","Katie Burns","Bridgewater State University","Neuroscience","Low","Female","White"
"1067","Katie Burns","California State University, Stanislaus","Neuroscience","Low","Female","White"
"1068","Gabriela Lopez","Harvard University","Applied Mathematics","High","Female","Hispanic"
"1069","Gabriela Lopez","Stanford University","Applied Mathematics","High","Female","Hispanic"
"1070","Cara O'Connor","Harvard University","Neuroscience","High","Female","White"
"1071","Cara O'Connor","Stanford University","Neuroscience","High","Female","White"
"1072","Cara O'Connor","Bridgewater State University","Neuroscience","Low","Female","White"
"1073","Cara O'Connor","California State University, Stanislaus","Neuroscience","Low","Female","White"
"1074","Allison Baker","Harvard University","Neuroscience","High","Female","White"
"1075","Allison Baker","Stanford University","Neuroscience","High","Female","White"
"1076","Allison Baker","Bridgewater State University","Neuroscience","Low","Female","White"
"1077","Allison Baker","California State University, Stanislaus","Neuroscience","Low","Female","White"
"1078","Meredith Rogers","Harvard University","Neuroscience","High","Female","White"
"1079","Meredith Rogers","Stanford University","Neuroscience","High","Female","White"
"1080","Meredith Rogers","Bridgewater State University","Neuroscience","Low","Female","White"
"1081","Meredith Rogers","California State University, Stanislaus","Neuroscience","Low","Female","White"
"1082","Liu Xiaohong","Harvard University","Neuroscience","High","Female","Asian"
"1083","Liu Xiaohong","Stanford University","Neuroscience","High","Female","Asian"
